,site_name,date,unclean_age,standard_deviation,f_p1,age,data_flag,age_type,database,alt_name,site_details,site_id,f_p2,frac_1,mrt1
295,3390,,150,,,150.0,single_value,mrt,gns,nan,nan,nan,,,
296,3439,,210,,,210.0,single_value,mrt,gns,nan,nan,nan,,,
297,3447,,160,,,160.0,single_value,mrt,gns,nan,nan,nan,,,
298,3667,,210,,,210.0,single_value,mrt,gns,nan,nan,nan,,,
299,3668,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
300,3821,,0.05,,,0.05,single_value,mrt,gns,nan,nan,nan,,,
301,4025,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
302,4100,,13,,,13.0,single_value,mrt,gns,nan,nan,nan,,,
303,4118,,1,,,1.0,single_value,mrt,gns,nan,nan,nan,,,
304,4174,,150,,,150.0,single_value,mrt,gns,nan,nan,nan,,,
305,4246,,22,,,22.0,single_value,mrt,gns,nan,nan,nan,,,
306,4297,,25,,,25.0,single_value,mrt,gns,nan,nan,nan,,,
307,4349,,6,,,6.0,single_value,mrt,gns,nan,nan,nan,,,
308,4402,,10,,,10.0,single_value,mrt,gns,nan,nan,nan,,,
309,4403,,16,,,16.0,single_value,mrt,gns,nan,nan,nan,,,
310,4404,,1,,,1.0,single_value,mrt,gns,nan,nan,nan,,,
311,4442,,6,,,6.0,single_value,mrt,gns,nan,nan,nan,,,
312,4476,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
313,4577,,0.11,,,0.11,single_value,mrt,gns,nan,nan,nan,,,
314,4650,,5,,,5.0,single_value,mrt,gns,nan,nan,nan,,,
315,4722,,0.078,,,0.078,single_value,mrt,gns,nan,nan,nan,,,
316,4724,,0.1,,,0.1,single_value,mrt,gns,nan,nan,nan,,,
317,4732,,17,,,17.0,single_value,mrt,gns,nan,nan,nan,,,
318,7007,,0.0003,,,0.0003,single_value,mrt,gns,nan,nan,nan,,,
319,10346,,90,,,90.0,single_value,mrt,gns,nan,nan,nan,,,
320,10485,,0.023,,,0.023,single_value,mrt,gns,nan,nan,nan,,,
321,10498,,0.04,,,0.04,single_value,mrt,gns,nan,nan,nan,,,
322,10608,,0.001,,,0.001,single_value,mrt,gns,nan,nan,nan,,,
323,PD4.0,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
324,PD5.0,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
325,PD5.9,,22,,,22.0,single_value,mrt,gns,nan,nan,nan,,,
326,Malthouse,,20,,,20.0,single_value,mrt,gns,nan,nan,nan,,,
327,Wairau River WRR-33,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
328,Doctors Creek,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
329,Doctors Creek,,6.5,,,6.5,single_value,mrt,gns,nan,nan,nan,,,
330,Fairhall Drain,,5,,,5.0,single_value,mrt,gns,nan,nan,nan,,,
331,Fulton Creek,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
332,Murphys Creek,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
333,Spring Creek,,0.33,,,0.33,single_value,mrt,gns,nan,nan,nan,,,
334,Tuamarina River,,8,,,8.0,single_value,mrt,gns,nan,nan,nan,,,
335,92,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
336,104,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
337,109,,6,,,6.0,single_value,mrt,gns,nan,nan,nan,,,
338,114,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
339,116,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
340,125,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
341,127,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
342,130,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
343,132,,8,,,8.0,single_value,mrt,gns,nan,nan,nan,,,
344,134,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
345,143,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
346,150,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
347,203,,1,,,1.0,single_value,mrt,gns,nan,nan,nan,,,
348,207,,0.2,,,0.2,single_value,mrt,gns,nan,nan,nan,,,
349,231,,1,,,1.0,single_value,mrt,gns,nan,nan,nan,,,
350,288,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
351,289,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
352,290,,2.5,,,2.5,single_value,mrt,gns,nan,nan,nan,,,
353,292,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
354,378,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
355,440,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
356,446,,2.5,,,2.5,single_value,mrt,gns,nan,nan,nan,,,
357,449,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
358,450,,1,,,1.0,single_value,mrt,gns,nan,nan,nan,,,
359,472,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
360,487,,2,,,2.0,single_value,mrt,gns,nan,nan,nan,,,
361,509,,0.2,,,0.2,single_value,mrt,gns,nan,nan,nan,,,
362,519,,5,,,5.0,single_value,mrt,gns,nan,nan,nan,,,
363,524,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
364,548,,7,,,7.0,single_value,mrt,gns,nan,nan,nan,,,
365,569,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
366,291A,,3.5,,,3.5,single_value,mrt,gns,nan,nan,nan,,,
367,GNS1,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
368,GNS2,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
369,GNS3,,4,,,4.0,single_value,mrt,gns,nan,nan,nan,,,
370,GNS5,,1.5,,,1.5,single_value,mrt,gns,nan,nan,nan,,,
371,GNS6,,0.5,,,0.5,single_value,mrt,gns,nan,nan,nan,,,
372,GNS7,,140,,,140.0,single_value,mrt,gns,nan,nan,nan,,,
373,GNS8,,3,,,3.0,single_value,mrt,gns,nan,nan,nan,,,
0,Tiwai Aquifer Bore #1,,28,,0.6,28.0,single_value,mrt,es,nan,nan,nan,,,
1,Tiwai Aquifer Bore #4,,28,,0.33,28.0,single_value,mrt,es,nan,nan,nan,,,
2,Tiwai Aquifer Bore #6,,28,,0.33,28.0,single_value,mrt,es,nan,nan,nan,,,
7,F46/0184,,4,,0.7,4.0,single_value,mrt,es,nan,nan,nan,,,
9,F46/0185,,9,,0.7,9.0,single_value,mrt,es,nan,nan,nan,,,
10,E44/0040,,120,,0.6,120.0,single_value,mrt,es,nan,nan,nan,,,
12,E44/0200,,54,,0.33,54.0,single_value,mrt,es,nan,nan,nan,,,
13,E44/0225,,128,,0.7,128.0,single_value,mrt,es,nan,nan,nan,,,
14,E44/0228,,95,,0.7,95.0,single_value,mrt,es,nan,nan,nan,,,
16,E44/0173,,1,,0.5,1.0,single_value,mrt,es,nan,nan,nan,,,
18,F44/0039,,49.5,,0.575,49.5,single_value,mrt,es,nan,nan,nan,,,
22,E44/0045,,50,,0.72,50.0,single_value,mrt,es,nan,nan,nan,,,
23,E45/0330-3m,,1,,0.6,1.0,single_value,mrt,es,nan,nan,nan,,,
25,E45/0330-6m,,1,,0.6,1.0,single_value,mrt,es,nan,nan,nan,,,
27,E45/0330-9m,,1,,0.6,1.0,single_value,mrt,es,nan,nan,nan,,,
29,E45/0330-12m,,1,,0.6,1.0,single_value,mrt,es,nan,nan,nan,,,
31,E45/0330-15M,,61,,0.33,61.0,single_value,mrt,es,nan,nan,nan,,,
33,Riverton Water (drinking water sec),,160,,0.7,160.0,single_value,mrt,es,nan,nan,nan,,,
34,Jacobstown (drinking water sec),,2,,0.5,2.0,single_value,mrt,es,nan,nan,nan,,,
35,Coopers well (drinking water sec),,3,,0.5,3.0,single_value,mrt,es,nan,nan,nan,,,
37,E44/0008,,8,,0.415,8.0,single_value,mrt,es,nan,nan,nan,,,
39,E44/0012,,79,,0.57,79.0,single_value,mrt,es,nan,nan,nan,,,
41,E45/0012,,113,,0.8,113.0,single_value,mrt,es,nan,nan,nan,,,
44,D43/0004,,4,,0.6,4.0,single_value,mrt,es,nan,nan,nan,,,
45,D43/0049,,3,,0.395,3.0,single_value,mrt,es,nan,nan,nan,,,
46,F43/0021,,9,,0.32666666666666666,9.0,single_value,mrt,es,nan,nan,nan,,,
48,Brightwater Spring,,2,,0.5,2.0,single_value,mrt,es,nan,nan,nan,,,
49,Clear Creek,,6,,0.31666666666666665,6.0,single_value,mrt,es,nan,nan,nan,,,
50,E44/0198,,1.5,,0.5,1.5,single_value,mrt,es,nan,nan,nan,,,
51,E45/0010,,3.5,,0.325,3.5,single_value,mrt,es,nan,nan,nan,,,
53,F47/0258,,2,,0.315,2.0,single_value,mrt,es,nan,nan,nan,,,
55,F47/0256,,25,,,25.0,single_value,mrt,es,nan,nan,nan,,,
57,F47/0252,,1.5,,0.8,1.5,single_value,mrt,es,nan,nan,nan,,,
60,F46/0693,,11,,0.52,11.0,single_value,mrt,es,nan,nan,nan,,,
63,E46/0093,,5,,0.485,5.0,single_value,mrt,es,nan,nan,nan,,,
66,F45/0167,,7,,0.505,7.0,single_value,mrt,es,nan,nan,nan,,,
68,E45/0034,,250,,0.8,250.0,single_value,mrt,es,nan,nan,nan,,,
70,F44/0139,,16,,0.42666666666666664,16.0,single_value,mrt,es,nan,nan,nan,,,
72,E44/0279,,9,,0.51,9.0,single_value,mrt,es,nan,nan,nan,,,
74,D46/0192,,5,,0.495,5.0,single_value,mrt,es,nan,nan,nan,,,
80,D45/0164,,7,,0.5,7.0,single_value,mrt,es,nan,nan,nan,,,
85,E44/0007,,2,,0.8,2.0,single_value,mrt,es,nan,nan,nan,,,
88,E45/0055,,1.5,,0.8,1.5,single_value,mrt,es,nan,nan,nan,,,
90,E44/0377,,3,,0.75,3.0,single_value,mrt,es,nan,nan,nan,,,
92,E46/0156,,12,,0.525,12.0,single_value,mrt,es,nan,nan,nan,,,
96,E44/0232,,1,,0.8,1.0,single_value,mrt,es,nan,nan,nan,,,
101,F46/0195,,85,,0.61,85.0,single_value,mrt,es,nan,nan,nan,,,
102,SRC-CLARKE,,185,,,185.0,single_value,mrt,es,nan,nan,nan,,,
103,SRC-CLARKE,,185,,0.8,185.0,single_value,mrt,es,nan,nan,nan,,,
104,E46/0954,,240,,0.8,240.0,single_value,mrt,es,nan,nan,nan,,,
108,F46/0194,,5,,0.82,5.0,single_value,mrt,es,nan,nan,nan,,,
112,F45/0170,,2,,0.5,2.0,single_value,mrt,es,nan,nan,nan,,,
117,D45/0006,,4.5,,0.9,4.5,single_value,mrt,es,nan,nan,nan,,,
120,F45/0350,,9,,0.56,9.0,single_value,mrt,es,nan,nan,nan,,,
121,F45/0350,,11,,0.88,11.0,single_value,mrt,es,nan,nan,nan,,,
124,E46/0104,,9,,0.4733333333333334,9.0,single_value,mrt,es,nan,nan,nan,,,
7,Ahipara ,,22.5,,0.3333333333333333,22.5,single_value,mrt,nrc,nan,nan,105914,0.6666666666666666,0.7,30.0
8,Ahipara 2,,180.0,,0.6993006993006994,180.0,single_value,mrt,nrc,nan,nan,106724,,1.0,180.0
12,Collville,,55.0,,0.7299270072992701,55.0,single_value,mrt,nrc,nan,nan,nan,,1.0,55.0
13,Colville 2,,110.0,,1.0,110.0,single_value,mrt,nrc,nan,nan,320108,,1.0,110.0
15,Far North Farms,,110.0,,1.0,110.0,single_value,mrt,nrc,nan,nan,102039,1.0,1.0,110.0
19,Green,,102.0,,0.6756756756756757,102.0,single_value,mrt,nrc,nan,nan,105916,1.0,1.0,102.0
20,NRC-JOHNSON,,40.0,,0.7692307692307692,40.0,single_value,mrt,nrc,nan,nan,nan,0.9090909090909091,0.6,60.0
24,Johnson 2,,55.0,,0.7692307692307692,55.0,single_value,mrt,nrc,nan,nan,109650,,1.0,55.0
28,Tara Mangawhai 2,,31.1,,0.3333333333333333,31.1,single_value,mrt,nrc,nan,nan,109653,0.4,0.3,85.0
33,Tutukaka Hotel,,13.0,,0.2777777777777778,13.0,single_value,mrt,nrc,nan,nan,106545,,1.0,13.0
38,Mangawhai golf club,,5.0,,0.8,5.0,single_value,mrt,nrc,nan,nan,nan,,1.0,5.0
40,"Tanekaha, Hikurangi",,22.0,,0.3333333333333333,22.0,single_value,mrt,nrc,nan,nan,nan,0.6666666666666666,0.4,40.0
42,Finlayson - Maungakaramea,,30.0,,0.3333333333333333,30.0,single_value,mrt,nrc,nan,nan,108590,0.6666666666666666,0.4,60.0
44,Wise - Three mile bush,,25.599999999999998,,0.3333333333333333,25.599999999999998,single_value,mrt,nrc,nan,nan,106739,0.6666666666666666,0.3,62.0
47,Smith - Matapouri,,60.0,,0.42016806722689076,60.0,single_value,mrt,nrc,nan,nan,nan,,1.0,60.0
50,Taipa School,,18.5,,0.25,18.5,single_value,mrt,nrc,nan,nan,101759,0.9090909090909091,0.3,50.0
51,Hideaway_Mangawhai,,150.0,,,150.0,single_value,mrt,nrc,nan,nan,103192,,1.0,150.0
52,Harris_Ruawai,,150.0,,,150.0,single_value,mrt,nrc,nan,nan,105206,,1.0,150.0
54,"Thompson, Whangarei",,45.0,,0.7692307692307692,45.0,single_value,mrt,nrc,nan,nan,nan,0.9090909090909091,0.8,55.0
55,Vinac,,200.0,,,200.0,single_value,mrt,nrc,nan,nan,106737,,1.0,200.0
58,Osbaldiston,,18.0,,0.9090909090909091,18.0,single_value,mrt,nrc,nan,nan,106741,,1.0,18.0
60,"Foster, Whangarei",,15.0,,0.9090909090909091,15.0,single_value,mrt,nrc,nan,nan,nan,,1.0,15.0
61,Youth Camp,,215.0,,,215.0,single_value,mrt,nrc,nan,nan,107034,,1.0,215.0
62,Whananaki North,,230.0,,,230.0,single_value,mrt,nrc,nan,nan,108260,,1.0,230.0
64,Patua North,,21.5,,0.4166666666666667,21.5,single_value,mrt,nrc,nan,nan,108263,0.9090909090909091,0.5,40.0
67,Oakura,,12.5,,0.06666666666666667,12.5,single_value,mrt,nrc,nan,nan,108361,,1.0,12.5
69,"Glenbervie, Whangarei",,60.5,,0.8333333333333334,60.5,single_value,mrt,nrc,nan,nan,nan,0.9090909090909091,0.7,80.0
72,Sandy Bay,,42.0,,0.8333333333333334,42.0,single_value,mrt,nrc,nan,nan,108262,0.5,0.55,60.0
73,Williams,,215.0,,,215.0,single_value,mrt,nrc,nan,nan,102368,,1.0,215.0
74,Tapeka Point,,55.0,,0.45454545454545453,55.0,single_value,mrt,nrc,nan,nan,108335,,1.0,55.0
77,Phillips,,166.0,,0.7692307692307692,166.0,single_value,mrt,nrc,nan,nan,108360,,1.0,166.0
80,Te Ngaire Bay,,12.0,,0.9090909090909091,12.0,single_value,mrt,nrc,nan,nan,108341,,1.0,12.0
81,Tauranga Bay,,3.0,,0.6993006993006994,3.0,single_value,mrt,nrc,nan,nan,108326,,1.0,3.0
83,Croquet Club_Cable Bay,,22.0,,0.2898550724637681,22.0,single_value,mrt,nrc,nan,nan,106694,,1.0,22.0
86,Whangaumu Bay,,73.0,,0.3333333333333333,73.0,single_value,mrt,nrc,nan,nan,106695,0.9090909090909091,0.7,100.0
87,Waipapa GW@ Hop,,220.0,,,220.0,single_value,mrt,nrc,nan,nan,109049,,1.0,220.0
88,Waipapakauri GW,,240.0,,,240.0,single_value,mrt,nrc,nan,nan,109993,,1.0,240.0
89,KDC Ruawai,,260.0,,,260.0,single_value,mrt,nrc,nan,nan,102110,,1.0,260.0
90,Houhora,,250.0,,,250.0,single_value,mrt,nrc,nan,nan,106736,,1.0,250.0
91,Spain Rd,,260.0,,,260.0,single_value,mrt,nrc,nan,nan,300483,,1.0,260.0
92,Kauri Springs No.1,,31.45,,0.2857142857142857,31.45,single_value,mrt,nrc,nan,nan,Kaiwaka,0.9090909090909091,0.45,65.0
93,"Coopers Beach, Mangonui",,250.0,,,250.0,single_value,mrt,nrc,nan,nan,301891,,1.0,250.0
94,NRC Golf Club    ,,250.0,,,250.0,single_value,mrt,nrc,nan,nan,110048  ,,1.0,250.0
96,Brown,,14.0,,0.8,14.0,single_value,mrt,nrc,nan,nan,109244,,1.0,14.0
97,Ogle Drive,,27.000000000000004,,0.2857142857142857,27.000000000000004,single_value,mrt,nrc,nan,nan,305969,0.9090909090909091,0.55,45.0
98,Kai Iwi 6,,90.0,,0.8,90.0,single_value,mrt,nrc,nan,nan,310785,,1.0,90.0
99,Taupo Bay,,5.0,,0.7692307692307692,5.0,single_value,mrt,nrc,nan,nan,108333,,1.0,5.0
100,Bland Bay,,5.0,,0.7692307692307692,5.0,single_value,mrt,nrc,nan,nan,309509,,1.0,5.0
101,Northern Wairroa G at 819 Baylys Coast Road (Golgf Club),,250.0,,0.8,250.0,single_value,mrt,nrc,nan,nan,317270,,1.0,250.0
102,GW Ruakaka at 147 Port Marsden Highway,,9.0,,0.8,9.0,single_value,mrt,nrc,nan,nan,317272,,1.0,9.0
103,GW Mangawhai at Riverside Holiday Park new bore,,250.0,,0.8,250.0,single_value,mrt,nrc,nan,nan,317276,,1.0,250.0
104,GW Okaihau at FNDC Water supply bore,,45.0,,0.5882352941176471,45.0,single_value,mrt,nrc,nan,nan,317280,,1.0,45.0
105,GW Aupouri at 367 Kimberly Road bore,,250.0,,0.8,250.0,single_value,mrt,nrc,nan,nan,317281,,1.0,250.0
0,Cooks Beach Fire Station,2005-08-04 12:00:00,< 5,1.25,0.9,2.5,<,tritium,wrc,nan,nan,60_12,,,
1,Hahei Development,2005-08-05 12:00:00,> 350,,0.9,350.0,>,tritium,wrc,nan,nan,60_20,,,
2,Hosking GEC,2004-03-24 12:00:00,> 76,,0.9,76.0,>,tritium,wrc,nan,nan,61_117,,,
3,Reynolds TA Limited,2004-03-24 12:00:00,> 76,,0.9,76.0,>,tritium,wrc,nan,nan,61_1441,,,
4,Doran R & D,2004-03-25 12:00:00,11,,0.9,11.0,single_value,tritium,wrc,nan,nan,63_57,,,
5,Webb DE,2004-04-01 12:00:00,7,,0.9,7.0,single_value,tritium,wrc,nan,nan,64_117,,,
6,MacLean D,2004-03-09 12:00:00,7,,0.9,7.0,single_value,tritium,wrc,nan,nan,64_12,,,
7,Beazley Site65,2004-04-01 12:00:00,15,,0.9,15.0,single_value,tritium,wrc,nan,nan,64_5,,,
8,Guscott,2012-06-20 12:00:00,96,,0.9,96.0,single_value,tritium,wrc,nan,nan,67_161,,,
9,Saies (Johnson),2012-05-08 12:00:00,48,,0.9,48.0,single_value,tritium,wrc,nan,nan,67_194,,,
10,Pulford D,2012-06-21 12:00:00,51,,0.9,51.0,single_value,tritium,wrc,nan,nan,67_512,,,
11,Berger B,2012-06-22 12:00:00,154,,0.9,154.0,single_value,tritium,wrc,nan,nan,67_55,,,
12,Hart,2012-06-20 12:00:00,142,,0.9,142.0,single_value,tritium,wrc,nan,nan,67_573,,,
13,Goodman K & L (ex Burwell),2012-06-20 12:00:00,22,,0.9,22.0,single_value,tritium,wrc,nan,nan,67_83,,,
14,Aspin A.T & B.W,2012-06-28 12:00:00,47,,0.9,47.0,single_value,tritium,wrc,nan,nan,68_139,,,
15,Sorensen P,2012-06-28 12:00:00,48,,0.9,48.0,single_value,tritium,wrc,nan,nan,68_585,,,
16,Cutforth JRA,2011-12-02 12:00:00,3,,0.9,3.0,single_value,tritium,wrc,nan,nan,69_173,,,
17,Pond G & K  (ex Payne),2012-01-11 12:00:00,1,,0.9,1.0,single_value,tritium,wrc,nan,nan,69_81,,,
18,Cambridge Berries #2,2004-04-08 12:00:00,5,,0.9,5.0,single_value,tritium,wrc,nan,nan,70_22,,,
19,Hoe R,2012-01-11 12:00:00,39,,0.9,39.0,single_value,tritium,wrc,nan,nan,70_44,,,
20,Landulph Farm Ltd  (ex McAlpine),2004-04-08 12:00:00,7,,0.9,7.0,single_value,tritium,wrc,nan,nan,70_56,,,
21,Van Den Broek,2012-01-13 12:00:00,2,,0.9,2.0,single_value,tritium,wrc,nan,nan,70_65,,,
22,Whale J.N,2012-06-21 12:00:00,nan,,0.9,,single_value,tritium,wrc,nan,nan,72_2373,,,
23,W.P & C.I Mckinnon,2012-06-20 12:00:00,56,,0.9,56.0,single_value,tritium,wrc,nan,nan,72_3243,,,
24,Carter Holt Harvey Properties Grizzly,2010-05-03 12:00:00,45,,0.9,45.0,single_value,tritium,wrc,nan,nan,72_3648,,,
25,Carter Holt Harvey Properties (McDowall),2010-05-03 12:00:00,25,,0.9,25.0,single_value,tritium,wrc,nan,nan,72_3658,,,
26,Carter Holt Harvey Prop. Mastiff (78101),2010-05-03 12:00:00,102,,0.9,102.0,single_value,tritium,wrc,nan,nan,72_3666,,,
27,Moss G & S,2012-05-10 12:00:00,nan,,0.9,,single_value,tritium,wrc,nan,nan,72_4500,,,
28,Caherisveen Farm Ltd,2012-05-28 12:00:00,46,,0.9,46.0,single_value,tritium,wrc,nan,nan,72_4555,,,
29,Forest Road Mokai,2012-05-28 12:00:00,67,,0.9,67.0,single_value,tritium,wrc,nan,nan,72_4580,,,
30,Ruthe,2012-06-21 12:00:00,48,,0.9,48.0,single_value,tritium,wrc,nan,nan,72_5613,,,
0,Cooks Beach Fire Station,2005-08-04 12:00:00,nan,,0.9,,single_value,cfc11,wrc,nan,nan,60_12,,,
1,Hahei Development,2005-08-05 12:00:00,55,,0.9,55.0,single_value,cfc11,wrc,nan,nan,60_20,,,
2,Hosking GEC,2004-03-24 12:00:00,50.5,,0.9,50.5,single_value,cfc11,wrc,nan,nan,61_117,,,
3,Reynolds TA Limited,2004-03-24 12:00:00,52,,0.9,52.0,single_value,cfc11,wrc,nan,nan,61_1441,,,
4,Doran R & D,2004-03-25 12:00:00,18.5,,0.9,18.5,single_value,cfc11,wrc,nan,nan,63_57,,,
5,Webb DE,2004-04-01 12:00:00,16,,0.9,16.0,single_value,cfc11,wrc,nan,nan,64_117,,,
6,MacLean D,2004-03-09 12:00:00,14.5,,0.9,14.5,single_value,cfc11,wrc,nan,nan,64_12,,,
7,Beazley Site65,2004-04-01 12:00:00,16.5,,0.9,16.5,single_value,cfc11,wrc,nan,nan,64_5,,,
8,Guscott,2012-06-20 12:00:00,100,,0.9,100.0,single_value,cfc11,wrc,nan,nan,67_161,,,
9,Saies (Johnson),2012-05-08 12:00:00,nan,,0.9,,single_value,cfc11,wrc,nan,nan,67_194,,,
10,Pulford D,2012-06-21 12:00:00,30,,0.9,30.0,single_value,cfc11,wrc,nan,nan,67_512,,,
11,Berger B,2012-06-22 12:00:00,111,,0.9,111.0,single_value,cfc11,wrc,nan,nan,67_55,,,
12,Hart,2012-06-20 12:00:00,99,,0.9,99.0,single_value,cfc11,wrc,nan,nan,67_573,,,
13,Goodman K & L (ex Burwell),2012-06-20 12:00:00,nan,,0.9,,single_value,cfc11,wrc,nan,nan,67_83,,,
14,Aspin A.T & B.W,2012-06-28 12:00:00,35,,0.9,35.0,single_value,cfc11,wrc,nan,nan,68_139,,,
15,Sorensen P,2012-06-28 12:00:00,35,,0.9,35.0,single_value,cfc11,wrc,nan,nan,68_585,,,
16,Cutforth JRA,2011-12-02 12:00:00,24,,0.9,24.0,single_value,cfc11,wrc,nan,nan,69_173,,,
17,Pond G & K  (ex Payne),2012-01-11 12:00:00,24,,0.9,24.0,single_value,cfc11,wrc,nan,nan,69_81,,,
18,Cambridge Berries #2,2004-04-08 12:00:00,15,,0.9,15.0,single_value,cfc11,wrc,nan,nan,70_22,,,
19,Hoe R,2012-01-11 12:00:00,24,,0.9,24.0,single_value,cfc11,wrc,nan,nan,70_44,,,
20,Landulph Farm Ltd  (ex McAlpine),2004-04-08 12:00:00,16.5,,0.9,16.5,single_value,cfc11,wrc,nan,nan,70_56,,,
21,Van Den Broek,2012-01-13 12:00:00,31,,0.9,31.0,single_value,cfc11,wrc,nan,nan,70_65,,,
22,Whale J.N,2012-06-21 12:00:00,nan,,0.9,,single_value,cfc11,wrc,nan,nan,72_2373,,,
23,W.P & C.I Mckinnon,2012-06-20 12:00:00,45,,0.9,45.0,single_value,cfc11,wrc,nan,nan,72_3243,,,
24,Carter Holt Harvey Properties Grizzly,2010-05-03 12:00:00,28,,0.9,28.0,single_value,cfc11,wrc,nan,nan,72_3648,,,
25,Carter Holt Harvey Properties (McDowall),2010-05-03 12:00:00,24.5,,0.9,24.5,single_value,cfc11,wrc,nan,nan,72_3658,,,
26,Carter Holt Harvey Prop. Mastiff (78101),2010-05-03 12:00:00,78,,0.9,78.0,single_value,cfc11,wrc,nan,nan,72_3666,,,
27,Moss G & S,2012-05-10 12:00:00,< 1,0.25,0.9,0.5,<,cfc11,wrc,nan,nan,72_4500,,,
28,Caherisveen Farm Ltd,2012-05-28 12:00:00,31,,0.9,31.0,single_value,cfc11,wrc,nan,nan,72_4555,,,
29,Forest Road Mokai,2012-05-28 12:00:00,40,,0.9,40.0,single_value,cfc11,wrc,nan,nan,72_4580,,,
30,Ruthe,2012-06-21 12:00:00,12,,0.9,12.0,single_value,cfc11,wrc,nan,nan,72_5613,,,
0,Cooks Beach Fire Station,2005-08-04 12:00:00,nan,,0.9,,single_value,cfc12,wrc,nan,nan,60_12,,,
1,Hahei Development,2005-08-05 12:00:00,285.0,,0.9,285.0,single_value,cfc12,wrc,nan,nan,60_20,,,
2,Hosking GEC,2004-03-24 12:00:00,56.5,,0.9,56.5,single_value,cfc12,wrc,nan,nan,61_117,,,
3,Reynolds TA Limited,2004-03-24 12:00:00,57.0,,0.9,57.0,single_value,cfc12,wrc,nan,nan,61_1441,,,
4,Doran R & D,2004-03-25 12:00:00,14.5,,0.9,14.5,single_value,cfc12,wrc,nan,nan,63_57,,,
5,Webb DE,2004-04-01 12:00:00,0.0,,0.9,0.0,single_value,cfc12,wrc,nan,nan,64_117,,,
6,MacLean D,2004-03-09 12:00:00,8.5,,0.9,8.5,single_value,cfc12,wrc,nan,nan,64_12,,,
7,Beazley Site65,2004-04-01 12:00:00,nan,,0.9,,single_value,cfc12,wrc,nan,nan,64_5,,,
8,Guscott,2012-06-20 12:00:00,98.0,,0.9,98.0,single_value,cfc12,wrc,nan,nan,67_161,,,
9,Saies (Johnson),2012-05-08 12:00:00,nan,,0.9,,single_value,cfc12,wrc,nan,nan,67_194,,,
10,Pulford D,2012-06-21 12:00:00,25.0,,0.9,25.0,single_value,cfc12,wrc,nan,nan,67_512,,,
11,Berger B,2012-06-22 12:00:00,101.0,,0.9,101.0,single_value,cfc12,wrc,nan,nan,67_55,,,
12,Hart,2012-06-20 12:00:00,78.0,,0.9,78.0,single_value,cfc12,wrc,nan,nan,67_573,,,
13,Goodman K & L (ex Burwell),2012-06-20 12:00:00,nan,,0.9,,single_value,cfc12,wrc,nan,nan,67_83,,,
14,Aspin A.T & B.W,2012-06-28 12:00:00,34.0,,0.9,34.0,single_value,cfc12,wrc,nan,nan,68_139,,,
15,Sorensen P,2012-06-28 12:00:00,30.0,,0.9,30.0,single_value,cfc12,wrc,nan,nan,68_585,,,
16,Cutforth JRA,2011-12-02 12:00:00,19.0,,0.9,19.0,single_value,cfc12,wrc,nan,nan,69_173,,,
17,Pond G & K  (ex Payne),2012-01-11 12:00:00,9.0,,0.9,9.0,single_value,cfc12,wrc,nan,nan,69_81,,,
18,Cambridge Berries #2,2004-04-08 12:00:00,nan,,0.9,,single_value,cfc12,wrc,nan,nan,70_22,,,
19,Hoe R,2012-01-11 12:00:00,nan,,0.9,,single_value,cfc12,wrc,nan,nan,70_44,,,
20,Landulph Farm Ltd  (ex McAlpine),2004-04-08 12:00:00,9.5,,0.9,9.5,single_value,cfc12,wrc,nan,nan,70_56,,,
21,Van Den Broek,2012-01-13 12:00:00,16.0,,0.9,16.0,single_value,cfc12,wrc,nan,nan,70_65,,,
