ref,nztm_x,nztm_y,top_screen,aquifer_type,formation,alt_name,bore_depth,bottom_screen,database,site_location,screen_range,lithology,altitude,site_id,regional_council,report_source,region,water_level_bgl_m,elevation,no_ages,start_date,end_date,f_p1,f_p2,frac_1,mrt1,age_min,age_max,age_mean,age_std,age_median,org_ref
m36_4948,1544520.0,5165859.0,40.6,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-14 00:00:00,1999-04-14 00:00:00,,,,,41.0,48.0,44.5,4.949747468305833,44.5,M36/4948
l35_0334,1519823.0,5195040.0,17.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-15 00:00:00,1999-04-15 00:00:00,,,,,1.0,6.0,3.5,3.5355339059327378,3.5,L35/0334
l35_0210,1536556.0,5182441.0,120.1,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-15 00:00:00,1999-04-15 00:00:00,,,,,43.0,49.0,46.0,4.242640687119285,46.0,L35/0210
m36_3922,1549818.0,5172903.0,200.7,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-13 00:00:00,2010-09-03 00:00:00,0.6,,,,57.0,132.0,76.75,36.88156721182005,59.0,M36/3922
m36_3162,1557391.0,5167648.0,78.1,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-16 00:00:00,1999-04-16 00:00:00,,,,,26.0,30.0,28.0,2.8284271247461903,28.0,M36/3162
m35_5841,1547284.0,5180930.0,64.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-19 00:00:00,1999-04-19 00:00:00,,,,,16.0,23.0,19.5,4.949747468305833,19.5,M35/5841
m35_7628,1554202.0,5179814.0,66.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-19 00:00:00,1999-04-19 00:00:00,,,,,18.0,26.0,22.0,5.656854249492381,22.0,M35/7628
m35_0950,1551475.0,5183487.0,29.8,None,None,None,29.800001,29.800001,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-19 00:00:00,1999-04-19 00:00:00,,,,,1.0,2.0,1.5,0.7071067811865476,1.5,M35/0950
m36_3036,1551307.0,5172590.0,84.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-20 00:00:00,1999-04-20 00:00:00,,,,,36.0,39.0,37.5,2.1213203435596424,37.5,M36/3036
m36_4656,1563733.0,5166263.0,104.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-21 00:00:00,1999-04-21 00:00:00,,,,,53.0,80.0,66.5,19.091883092036785,66.5,M36/4656
m36_2691,1558985.0,5161265.0,58.7,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-21 00:00:00,1999-04-21 00:00:00,,,,,45.0,48.0,46.5,2.1213203435596424,46.5,M36/2691
m35_1083,1553669.0,5180075.0,23.9,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-22 00:00:00,1999-04-22 00:00:00,,,,,14.0,21.0,17.5,4.949747468305833,17.5,M35/1083
m37_0106,1549769.0,5144459.0,73.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,6.0,1999-04-22 00:00:00,2010-08-26 00:00:00,0.15,,,,23.0,61.0,46.25,15.484669838262615,53.25,M37/0106
l36_1224,1526274.0,5158542.0,84.1,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-22 00:00:00,1999-04-22 00:00:00,,,,,30.0,38.0,34.0,5.656854249492381,34.0,L36/1224
n34_0107,1580655.0,5230646.0,28.0,None,None,None,28.0,28.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,1999-04-23 00:00:00,1999-04-23 00:00:00,,,,,79.0,79.0,79.0,,79.0,N34/0107
m36_5190,1550629.0,5162362.0,32.2,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-23 00:00:00,1999-04-23 00:00:00,,,,,16.0,25.0,20.5,6.363961030678928,20.5,M36/5190
m34_0578,1575117.0,5226146.0,66.0,None,None,None,66.0,62.5,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,1999-04-23 00:00:00,1999-04-23 00:00:00,,,,,79.0,79.0,79.0,,79.0,M34/0578
m34_0707,1576349.0,5231229.0,31.9,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,1999-04-23 00:00:00,1999-04-23 00:00:00,,,,,71.0,71.0,71.0,,71.0,M34/0707
n34_0106,1580647.0,5230649.0,68.2,None,None,None,68.2,68.19999695,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,1999-04-23 00:00:00,2007-02-28 00:00:00,,,,,75.0,1300.0,687.5,866.2058069535207,687.5,N34/0106
m34_0672,1578547.0,5225511.0,35.7,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,1999-04-24 00:00:00,1999-04-24 00:00:00,,,,,79.0,79.0,79.0,,79.0,M34/0672
m34_0581,1578198.0,5226131.0,27.8,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,1999-04-24 00:00:00,1999-04-24 00:00:00,,,,,69.0,69.0,69.0,,69.0,M34/0581
n34_0127,1583493.0,5235026.0,24.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,1999-04-24 00:00:00,1999-04-24 00:00:00,,,,,46.0,46.0,46.0,,46.0,N34/0127
m35_5599,1572871.0,5198260.0,15.4,None,None,None,15.400001,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-07 00:00:00,2010-05-18 00:00:00,0.3499999999999999,,,,40.0,71.0,51.75,13.475286020464774,48.0,M35/5599
m35_7024,1576088.0,5200865.0,77.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-07 00:00:00,2010-04-08 00:00:00,0.4000000000000001,,,,59.0,85.0,70.0,12.675435561221029,68.0,M35/7024
m35_7688,1572179.0,5206618.0,25.9,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2000-02-07 00:00:00,2000-02-07 00:00:00,0.4,,,,5.5,11.0,8.25,3.8890872965260113,8.25,M35/7688
m35_4223,1574439.0,5206209.0,25.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-07 00:00:00,2010-06-10 00:00:00,0.4,,,,19.0,45.0,26.0,12.675435561221029,20.0,M35/4223
m35_8381,1565860.0,5199001.0,88.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-08 00:00:00,2010-04-26 00:00:00,0.475,,,,48.0,88.0,59.5,19.05255888325765,51.0,M35/8381
m35_6385,1545395.0,5194454.0,40.2,None,None,None,40.2,40.20000076,ecan,nan,nan,nan,,nan,nan,nan,nan,,,6.0,2000-02-08 00:00:00,2010-02-17 00:00:00,0.39999999999999997,,,,16.0,46.0,32.333333333333336,13.201010062365178,35.0,M35/6385
m35_2716,1554537.0,5200962.0,36.5,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,6.0,2000-02-08 00:00:00,2010-04-08 00:00:00,0.39999999999999997,,,,8.0,48.0,22.0,14.43606594609487,22.0,M35/2716
m35_6427,1543754.0,5194931.0,26.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,3.0,2000-02-08 00:00:00,2000-02-08 00:00:00,0.5,,,,15.5,34.0,26.5,9.733961166965893,30.0,M35/6427
m35_2879,1565521.0,5207158.0,10.6,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,3.0,2000-02-09 00:00:00,2000-02-09 00:00:00,0.5,,,,10.0,13.0,11.0,1.7320508075688772,10.0,M35/2879
m35_2914,1562083.0,5204219.0,18.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,6.0,2000-02-09 00:00:00,2010-05-12 00:00:00,0.35000000000000003,,,,1.0,21.0,9.166666666666666,7.4877678026676735,6.0,M35/2914
m35_0225,1572214.0,5204032.0,22.7,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,3.0,2000-02-09 00:00:00,2000-02-09 00:00:00,0.4000000000000001,,,,30.0,43.0,36.0,6.557438524302,35.0,M35/0225
m35_7542,1574614.0,5203285.0,205.8,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,5.0,2000-02-09 00:00:00,2010-03-01 00:00:00,0.9,,,,57.0,4760.0,1013.4,2094.4470153240927,81.0,M35/7542
m35_0174,1541552.0,5194923.0,45.7,None,None,None,45.7,45.7,ecan,nan,nan,nan,,nan,nan,nan,nan,,,6.0,2000-02-10 00:00:00,2010-02-15 00:00:00,0.405,,,,20.0,50.0,35.25,12.303454799364282,37.5,M35/0174
l35_0577,1532381.0,5202200.0,133.3,None,None,None,133.3,132.3000031,ecan,nan,nan,nan,,nan,nan,nan,nan,,,3.0,2000-02-10 00:00:00,2000-02-10 00:00:00,0.4000000000000001,,,,64.0,72.0,69.33333333333333,4.618802153517007,72.0,L35/0577
m35_4874,1559241.0,5194043.0,18.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,6.0,2000-02-10 00:00:00,2010-04-29 00:00:00,0.375,,,,10.0,45.0,24.416666666666668,13.108839257030604,25.5,M35/4874
l35_0349,1536993.0,5204470.0,20.0,None,None,None,20.0,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,3.0,2000-02-10 00:00:00,2000-02-10 00:00:00,0.4000000000000001,,,,0.0,18.0,9.0,9.0,9.0,L35/0349
m35_5585,1560947.0,5197414.0,22.6,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,6.0,2000-02-10 00:00:00,2010-04-30 00:00:00,0.25,,,,9.0,45.0,24.0,13.435028842544403,26.25,M35/5585
m35_6662,1576048.0,5196638.0,60.8,None,None,None,60.8,60.8,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-11 00:00:00,2006-06-27 00:00:00,0.4,,,,50.0,135.0,80.5,38.52704677669096,68.5,M35/6662
l35_0623,1530973.0,5181106.0,130.0,None,None,None,130.0,130.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-11 00:00:00,2000-02-11 00:00:00,,,,,44.0,44.0,44.0,,44.0,L35/0623
l35_0192,1534671.0,5186709.0,121.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-11 00:00:00,2000-02-11 00:00:00,,,,,45.0,45.0,45.0,,45.0,L35/0192
m35_0834,1571629.0,5196649.0,136.4,None,None,None,136.40001,136.2,ecan,nan,nan,nan,,nan,nan,nan,nan,,,5.0,2000-02-11 00:00:00,2010-03-01 00:00:00,0.475,,,,74.0,112.0,90.2,15.53061492665374,85.0,M35/0834
l36_1309,1502892.0,5155352.0,90.0,None,None,None,90.0,90.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-14 00:00:00,2000-02-14 00:00:00,,,,,37.0,37.0,37.0,,37.0,L36/1309
l36_0934,1516319.0,5158291.0,41.45,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-14 00:00:00,2000-02-14 00:00:00,,,,,6.0,6.0,6.0,,6.0,L36/0934
l36_1242,1513030.0,5156950.0,83.0,None,None,None,83.0,83.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-14 00:00:00,2005-05-10 00:00:00,0.5,,,,37.0,67.0,51.75,13.696106502701172,51.5,L36/1242
k36_0104,1490383.0,5160392.0,24.0,None,None,None,24.0,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-15 00:00:00,2000-02-15 00:00:00,,,,,21.0,21.0,21.0,,21.0,K36/0104
l36_0948,1502392.0,5149893.0,66.45,None,None,None,66.4,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-15 00:00:00,2005-05-12 00:00:00,0.5,,,,8.0,34.0,19.75,12.76388133236386,18.5,L36/0948
k36_0210,1487334.0,5162454.0,61.6,None,None,None,61.600002,61.600002,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-15 00:00:00,2000-02-15 00:00:00,,,,,43.0,43.0,43.0,,43.0,K36/0210
k36_0019,1493244.0,5150499.0,27.58,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-15 00:00:00,2000-02-15 00:00:00,,,,,25.0,25.0,25.0,,25.0,K36/0019
k36_0012,1484385.0,5169495.0,16.76,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-15 00:00:00,2000-02-15 00:00:00,,,,,0.0,0.0,0.0,,0.0,K36/0012
l37_0405,1506532.0,5146284.0,116.0,None,None,None,116.0,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-16 00:00:00,2000-02-16 00:00:00,,,,,38.0,38.0,38.0,,38.0,L37/0405
l37_0403,1501170.0,5140524.0,37.79,None,None,None,37.8,37.8,ecan,nan,nan,nan,,nan,nan,nan,nan,,,3.0,2000-02-16 00:00:00,2005-05-12 00:00:00,0.5,,,,4.0,35.0,22.333333333333332,16.258331197676267,28.0,L37/0403
l37_0710,1513392.0,5134181.0,74.85,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-16 00:00:00,2000-02-16 00:00:00,,,,,49.0,49.0,49.0,,49.0,L37/0710
l37_0197,1506920.0,5137122.0,41.28,None,None,None,41.3,39.8,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-16 00:00:00,2000-02-16 00:00:00,,,,,15.0,15.0,15.0,,15.0,L37/0197
l37_0138,1504095.0,5141683.0,108.4,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-16 00:00:00,2000-02-16 00:00:00,,,,,43.0,43.0,43.0,,43.0,L37/0138
l37_0556,1525123.0,5147951.0,44.4,None,None,None,44.4,44.4,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-17 00:00:00,2000-02-17 00:00:00,,,,,27.0,27.0,27.0,,27.0,L37/0556
l37_0415,1524586.0,5142042.0,30.0,None,None,None,30.0,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-17 00:00:00,2005-05-12 00:00:00,0.5,,,,32.0,60.0,41.5,12.662279942148386,37.0,L37/0415
l37_0754,1513176.0,5141235.0,80.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-17 00:00:00,2005-05-10 00:00:00,0.5,,,,50.0,77.0,65.75,12.338962679253067,68.0,L37/0754
l36_0905,1518308.0,5148874.0,126.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-17 00:00:00,2000-02-17 00:00:00,,,,,50.0,50.0,50.0,,50.0,L36/0905
l37_0147,1524336.0,5141605.0,93.05,None,None,None,93.0,92.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2000-02-17 00:00:00,2005-05-11 00:00:00,0.5,,,,45.0,78.0,54.5,15.716233645501712,47.5,L37/0147
l37_0867,1520655.0,5131685.0,30.0,None,None,None,30.0,30.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-18 00:00:00,2000-02-18 00:00:00,,,,,7.0,7.0,7.0,,7.0,L37/0867
l37_0693,1520655.0,5131686.0,80.0,None,None,None,80.0,80.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-18 00:00:00,2000-02-18 00:00:00,,,,,46.0,46.0,46.0,,46.0,L37/0693
n34_0139,1587100.0,5237930.0,104.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2000-02-19 00:00:00,2007-07-10 00:00:00,,,,,74.0,17800.0,8937.0,12534.17480331274,8937.0,N34/0139
n34_0049,1580232.0,5232794.0,32.53,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-19 00:00:00,2000-02-19 00:00:00,,,,,29.0,29.0,29.0,,29.0,N34/0049
n34_0131,1582151.0,5236539.0,75.65,None,None,None,75.7,75.65000153,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2000-02-19 00:00:00,2007-02-28 00:00:00,,,,,75.0,7100.0,3587.5,4967.425137835497,3587.5,N34/0131
n34_0110,1588205.0,5236721.0,48.0,None,None,None,48.0,48.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-19 00:00:00,2000-02-19 00:00:00,,,,,78.0,78.0,78.0,,78.0,N34/0110
m34_0677,1576689.0,5227797.0,11.8,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-19 00:00:00,2000-02-19 00:00:00,,,,,18.0,18.0,18.0,,18.0,M34/0677
m34_0692,1576419.0,5230619.0,27.75,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-02-19 00:00:00,2000-02-19 00:00:00,,,,,43.0,43.0,43.0,,43.0,M34/0692
k38_0674,1468035.0,5104290.0,53.6,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-07-05 00:00:00,2000-07-05 00:00:00,,,,,55.0,55.0,55.0,,55.0,K38/0674
m35_3086,1569803.0,5179729.0,85.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-09-22 00:00:00,2000-09-22 00:00:00,,,,,69.0,69.0,69.0,,69.0,M35/3086
m35_8542,1569812.0,5179630.0,123.3,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2000-09-22 00:00:00,2000-09-22 00:00:00,,,,,61.0,61.0,61.0,,61.0,M35/8542
m35_1052,1555515.0,5180193.0,45.1,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2000-11-21 00:00:00,2000-11-21 00:00:00,,,,,5.0,30.0,17.5,17.67766952966369,17.5,M35/1052
m35_1096,1556363.0,5180437.0,42.1,None,None,None,42.100002,42.100002,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2000-11-21 00:00:00,2000-11-21 00:00:00,,,,,5.0,31.0,18.0,18.384776310850235,18.0,M35/1096
m35_1045,1556734.0,5180630.0,44.1,None,None,None,44.100002,44.100002,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2000-11-21 00:00:00,2000-11-21 00:00:00,,,,,5.0,42.0,23.5,26.16295090390226,23.5,M35/1045
m36_5377,1558169.0,5167956.0,37.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-12 00:00:00,2009-11-06 00:00:00,0.6,,,,53.0,125.0,75.5,33.28162656281491,62.0,M36/5377
m36_0872,1562487.0,5165776.0,39.6,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-12 00:00:00,2010-09-22 00:00:00,0.6,,,,47.0,128.0,72.5,37.43883901333837,57.5,M36/0872
m36_1862,1558571.0,5167806.0,34.3,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-12 00:00:00,2010-09-22 00:00:00,0.6,,,,51.0,131.0,75.0,37.5588427226754,59.0,M36/1862
m36_0573,1553105.0,5167755.0,54.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-12 00:00:00,2006-05-19 00:00:00,,,,,35.0,210.0,141.75,76.76099269811458,161.0,M36/0573
m36_4680,1552060.0,5171738.0,90.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-12 00:00:00,2010-09-03 00:00:00,0.6,,,,29.0,108.0,61.75,33.27035717672214,55.0,M36/4680
m36_4795,1561042.0,5173988.0,104.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-12 00:00:00,2009-11-06 00:00:00,0.6,,,,61.0,129.0,92.75,27.909078570720794,90.5,M36/4795
m36_1965,1558902.0,5167712.0,34.4,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-12 00:00:00,2010-09-22 00:00:00,0.6,,,,46.0,141.0,75.0,44.429719783046124,56.5,M36/1965
m36_3074,1547686.0,5174038.0,52.5,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-13 00:00:00,2010-09-03 00:00:00,0.4000000000000001,,,,40.0,57.0,48.25,7.365459931328117,48.0,M36/3074
m36_0026,1549008.0,5172830.0,56.1,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-13 00:00:00,2009-11-06 00:00:00,0.6,,,,29.0,117.0,55.75,41.532116087031575,38.5,M36/0026
m36_2298,1550583.0,5173513.0,99.5,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-13 00:00:00,2009-11-06 00:00:00,0.6,,,,26.0,51.0,40.75,10.53169818531972,43.0,M36/2298
m36_3924,1544706.0,5170555.0,102.4,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-13 00:00:00,2010-09-03 00:00:00,0.6,,,,45.0,103.0,65.25,26.004807247891687,56.5,M36/3924
l36_0725,1534252.0,5164175.0,69.8,None,None,None,69.8,69.8,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-13 00:00:00,2009-11-30 00:00:00,0.9,,,,7.0,34.0,22.25,12.579745625409124,24.0,L36/0725
m36_4699,1550659.0,5166843.0,123.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-13 00:00:00,2010-09-03 00:00:00,0.6,,,,55.0,141.0,82.25,39.592718185713565,66.5,M36/4699
l37_0545,1538303.0,5141082.0,23.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-14 00:00:00,2010-04-15 00:00:00,0.3,,,,23.5,31.0,28.125,3.3260336739125176,29.0,L37/0545
m36_0698,1540043.0,5148573.0,25.0,None,None,None,25.0,24.0,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-14 00:00:00,2009-11-06 00:00:00,0.9,,,,7.0,38.0,22.75,13.073510112692254,23.0,M36/0698
m36_4700,1543561.0,5154445.0,76.3,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-14 00:00:00,2009-11-06 00:00:00,0.6,,,,61.0,112.0,87.75,20.93442141545832,89.0,M36/4700
m35_3673,1544548.0,5180573.0,60.5,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-16 00:00:00,2010-04-15 00:00:00,0.45,,,,32.0,57.0,43.5,10.472185381603339,42.5,M35/3673
m35_2873,1553077.0,5182017.0,41.6,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-16 00:00:00,2010-04-15 00:00:00,0.3,,,,26.0,48.0,35.5,10.016652800877813,34.0,M35/2873
m35_5579,1550418.0,5179188.0,92.5,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-16 00:00:00,2010-04-15 00:00:00,0.3499999999999999,,,,9.0,45.0,33.25,16.977926846349646,39.5,M35/5579
l36_1313,1510767.0,5168163.0,120.0,None,None,None,120.0,118.8,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-02-16 00:00:00,2010-02-05 00:00:00,0.4000000000000001,,,,28.0,46.0,36.0,8.12403840463596,35.0,L36/1313
m36_2694,1543196.0,5170745.0,24.3,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2001-10-31 00:00:00,2001-10-31 00:00:00,0.2,,,,7.0,7.0,7.0,,7.0,M36/2694
m36_0008,1544252.0,5171354.0,46.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2001-10-31 00:00:00,2001-10-31 00:00:00,0.2,,,,7.0,7.0,7.0,,7.0,M36/0008
m36_5777,1543425.0,5170917.0,40.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2001-10-31 00:00:00,2001-10-31 00:00:00,0.2,,,,7.0,7.0,7.0,,7.0,M36/5777
m36_2693,1544395.0,5171098.0,54.9,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2001-10-31 00:00:00,2001-10-31 00:00:00,0.2,,,,7.0,7.0,7.0,,7.0,M36/2693
m35_3529,1572389.0,5196952.0,122.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2001-12-06 00:00:00,2001-12-06 00:00:00,0.5,,,,89.0,101.0,95.0,8.48528137423857,95.0,M35/3529
m35_5875,1571793.0,5196445.0,106.8,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-12-06 00:00:00,2001-12-06 00:00:00,0.4,,,,93.0,102.0,97.5,5.196152422706632,97.5,M35/5875
m35_0470,1572144.0,5203905.0,30.2,None,None,None,30.2,30.1,ecan,nan,nan,nan,,nan,nan,nan,nan,,,4.0,2001-12-06 00:00:00,2006-06-28 00:00:00,0.425,,,,9.0,55.0,42.75,22.51480994071828,53.5,M35/0470
m35_0847,1572413.0,5197130.0,98.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,5.0,2001-12-07 00:00:00,2006-06-27 00:00:00,0.44000000000000006,,,,45.0,100.0,84.2,22.73103605205887,89.0,M35/0847
m35_0181,1542013.0,5196716.0,29.3,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,3.0,2001-12-07 00:00:00,2006-07-06 00:00:00,0.6333333333333333,,,,26.5,50.0,36.833333333333336,12.003471720020558,34.0,M35/0181
m35_5609,1565032.0,5198906.0,18.8,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,5.0,2001-12-07 00:00:00,2010-04-22 00:00:00,0.392,,,,24.0,52.0,37.8,13.007690033207279,43.0,M35/5609
m35_0474,1576445.0,5207631.0,21.6,None,None,None,21.6,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2006-06-27 00:00:00,2006-06-27 00:00:00,0.32,,,,44.0,44.0,44.0,,44.0,M35/0474
k37_0492,1499986.0,5138791.0,29.75,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2002-10-29 00:00:00,2002-10-29 00:00:00,,,,,21.0,27.0,24.0,4.242640687119285,24.0,K37/0492
k37_0516,1496847.0,5135916.0,46.9,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2002-10-29 00:00:00,2002-10-29 00:00:00,,,,,63.0,63.0,63.0,,63.0,K37/0516
m35_8604,1565129.0,5178610.0,29.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,1.0,2003-01-10 00:00:00,2003-01-10 00:00:00,0.6,,,,11.0,11.0,11.0,,11.0,M35/8604
k38_1380,1473716.0,5117765.0,75.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2003-07-02 00:00:00,2003-07-02 00:00:00,0.6,,,,1.0,4.0,2.5,2.1213203435596424,2.5,K38/1380
k38_1379,1473716.0,5117765.0,131.0,None,None,None,,,ecan,nan,nan,nan,,nan,nan,nan,nan,,,2.0,2003-07-02 00:00:00,2003-07-02 00:00:00,0.6,,,,1.0,5.0,3.0,2.8284271247461903,3.0,K38/1379
